customer_id,name,email,phone,age,purchase_amount,last_purchase,status,registration_date,age_group,purchase_category
224,Cliente 224,cliente224@example.com,(11) 983422991,27.0,234.99693099051996,2025-07-31,inactive,2024-09-25,26-35,Médio
225,Cliente 225,cliente225@example.com,(11) 945562619,27.0,82.4639645307592,2025-05-30,inactive,2025-04-19,26-35,Baixo
226,Cliente 226,cliente226@example.com,(11) 945213498,36.0,607.4141074475641,2025-03-13,active,2025-05-29,36-50,Alto
227,Cliente 227,cliente227@example.com,(11) 945703247,63.0,671.5306705694661,2025-05-25,pending,2024-05-06,51-65,Alto
228,Cliente 228,cliente228@example.com,N/A,51.0,623.2954425495184,2025-03-02,active,2024-05-20,51-65,Alto
229,Cliente 229,cliente229@example.com,(11) 972744322,77.0,468.85910336256666,2025-09-26,active,2024-07-16,65+,Médio
230,Cliente 230,cliente230@example.com,(11) 967805563,50.0,385.98792237743754,2025-10-14,pending,2024-09-19,36-50,Médio
231,Cliente 231,cliente231@example.com,(11) 916404003,40.0,864.700313076107,2025-08-08,pending,2024-12-17,36-50,Alto
232,Cliente 232,cliente232@example.com,(11) 981244178,72.0,523.8909672848558,2025-08-25,pending,2024-01-12,65+,Alto
233,Cliente 233,cliente233@example.com,N/A,45.0,484.3900588534337,2025-05-02,pending,2025-11-12,36-50,Médio
234,Cliente 234,cliente234@example.com,(11) 943267858,49.0,35.38564514837133,2025-03-09,active,2025-08-26,36-50,Baixo
235,Cliente 235,cliente235@example.com,(11) 931114003,67.0,347.8353493498948,2025-10-05,active,2024-04-19,65+,Médio
236,Cliente 236,cliente236@example.com,(11) 996641503,24.0,386.3936625979985,2025-10-04,inactive,2023-12-26,18-25,Médio
237,Cliente 237,cliente237@example.com,(11) 920421958,46.0,404.83455308793145,2025-06-30,active,2024-09-23,36-50,Médio
238,Cliente 238,cliente238@example.com,(11) 987809459,25.0,584.370645535059,2025-02-10,pending,2024-09-30,18-25,Alto
239,Cliente 239,cliente239@example.com,(11) 922984808,18.0,538.2665212596097,2025-07-03,inactive,2024-04-15,18-25,Alto
240,Cliente 240,cliente240@example.com,(11) 924764960,74.0,611.8260418655102,2024-12-12,pending,2024-09-11,65+,Alto
241,Cliente 241,cliente241@example.com,(11) 960402943,72.0,767.234428926707,2025-01-04,active,2024-04-06,65+,Alto
242,Cliente 242,cliente242@example.com,(11) 986241446,20.0,814.8558813289326,2025-02-06,inactive,2024-01-14,18-25,Alto
243,Cliente 243,cliente243@example.com,(11) 963777024,41.0,720.9418454642295,2025-01-03,pending,2024-01-16,36-50,Alto
244,Cliente 244,N/A,(11) 993494666,40.0,955.9684589953854,2025-10-31,inactive,2024-08-04,36-50,Alto
245,Cliente 245,cliente245@example.com,N/A,76.0,28.050256849598014,2024-12-23,inactive,2024-02-07,65+,Baixo
246,Cliente 246,cliente246@example.com,(11) 994711896,78.0,203.82020582671063,2025-08-25,active,2025-04-09,65+,Médio
247,Cliente 247,cliente247@example.com,(11) 989214742,25.0,17.4872462283607,2025-10-22,pending,2024-06-17,18-25,Baixo
248,Cliente 248,cliente248@example.com,(11) 953799966,71.0,650.999967013057,2025-04-06,inactive,2024-05-27,65+,Alto
249,Cliente 249,cliente249@example.com,(11) 920047453,74.0,899.0502434604871,2025-01-05,inactive,2024-05-03,65+,Alto
250,Cliente 250,cliente250@example.com,(11) 945581225,64.0,251.0474736105363,2025-11-21,pending,2024-09-29,51-65,Médio
251,Cliente 251,cliente251@example.com,(11) 944109026,54.0,927.7641993483436,2025-02-15,inactive,2025-03-09,51-65,Alto
252,Cliente 252,cliente252@example.com,(11) 952090758,49.0,69.66471638666525,2025-07-26,inactive,2024-06-08,36-50,Baixo
253,Cliente 253,cliente253@example.com,(11) 926037627,68.0,935.0916665374591,2024-12-18,inactive,2024-04-08,65+,Alto
254,Cliente 254,cliente254@example.com,(11) 990337039,50.0,358.10646036723807,2025-01-22,pending,2025-08-23,36-50,Médio
255,Cliente 255,cliente255@example.com,(11) 930281689,45.0,110.40662016472434,2025-09-11,pending,2024-11-22,36-50,Médio
256,Cliente 256,cliente256@example.com,(11) 967631343,64.0,491.0130415944624,2025-03-07,pending,2025-06-04,51-65,Médio
257,Cliente 257,cliente257@example.com,N/A,25.0,264.20880204330285,2025-08-09,pending,2024-08-09,18-25,Médio
258,Cliente 258,cliente258@example.com,(11) 956510960,51.0,292.0241729423036,2025-08-23,active,2024-01-18,51-65,Médio
259,Cliente 259,cliente259@example.com,(11) 942797855,52.0,314.2170652770237,2024-12-23,inactive,2024-10-12,51-65,Médio
260,Cliente 260,cliente260@example.com,(11) 944795514,49.0,804.9956388543368,2025-07-26,pending,2024-11-02,36-50,Alto
261,Cliente 261,cliente261@example.com,(11) 915184502,41.0,543.7696639085019,2025-03-14,inactive,2025-01-11,36-50,Alto
262,Cliente 262,N/A,(11) 933448674,31.0,318.1946221644436,2025-09-04,inactive,2025-05-17,26-35,Médio
263,Cliente 263,cliente263@example.com,(11) 965223954,49.0,614.2304454778092,2025-04-04,active,2025-11-20,36-50,Alto
264,Cliente 264,cliente264@example.com,N/A,73.0,718.9891674809617,2025-01-08,pending,2024-02-03,65+,Alto
265,Cliente 265,cliente265@example.com,(11) 922503247,63.0,279.89776072619844,2025-08-30,pending,2024-04-10,51-65,Médio
266,Cliente 266,cliente266@example.com,(11) 964006163,60.0,419.413610510098,2025-05-12,inactive,2025-05-18,51-65,Médio
267,Cliente 267,cliente267@example.com,(11) 961910807,33.0,130.66723240357808,2025-04-07,pending,2025-12-04,26-35,Médio
268,Cliente 268,cliente268@example.com,(11) 964847136,21.0,189.3378560393335,2025-07-13,inactive,2024-01-10,18-25,Médio
269,Cliente 269,cliente269@example.com,(11) 983150359,69.0,684.306675425333,2025-04-06,inactive,2024-01-25,65+,Alto
270,Cliente 270,cliente270@example.com,(11) 940831219,54.0,189.62396421867066,2025-03-12,active,2024-07-01,51-65,Médio
271,Cliente 271,cliente271@example.com,(11) 933101383,71.0,529.9117498303896,2025-06-30,active,2024-04-19,65+,Alto
272,Cliente 272,cliente272@example.com,(11) 927569187,38.0,711.9557991052084,2025-01-05,active,2024-02-28,36-50,Alto
273,Cliente 273,cliente273@example.com,(11) 964710375,31.0,115.80815386379639,2025-12-04,inactive,2024-02-24,26-35,Médio
274,Cliente 274,cliente274@example.com,(11) 964456147,48.0,571.6390974326146,2025-03-03,pending,2025-06-29,36-50,Alto
275,Cliente 275,cliente275@example.com,(11) 988110973,72.0,263.99715586435013,2025-12-07,active,2024-08-03,65+,Médio
276,Cliente 276,cliente276@example.com,(11) 949501026,65.0,963.297606485204,2025-07-20,pending,2024-05-01,51-65,Alto
277,Cliente 277,cliente277@example.com,(11) 943163773,35.0,488.71019025272545,2025-09-02,active,2024-10-09,26-35,Médio
278,Cliente 278,cliente278@example.com,(11) 921310552,24.0,807.9326242774065,2025-07-01,active,2025-07-02,18-25,Alto
279,Cliente 279,cliente279@example.com,(11) 941146082,27.0,554.7242767346992,2025-07-18,inactive,2024-12-11,26-35,Alto
280,Cliente 280,cliente280@example.com,(11) 931104792,24.0,52.97840752627097,2025-10-09,active,2024-07-04,18-25,Baixo
281,Cliente 281,cliente281@example.com,(11) 931739356,50.0,636.8198618380821,2025-09-12,active,2025-04-17,36-50,Alto
282,Cliente 282,cliente282@example.com,(11) 921471761,40.0,951.8893087845904,2025-08-17,inactive,2025-10-01,36-50,Alto
283,Cliente 283,cliente283@example.com,(11) 929576703,38.0,605.5957019448679,2024-12-23,pending,2024-09-23,36-50,Alto
284,Cliente 284,cliente284@example.com,(11) 985092305,36.0,820.9969708325223,2025-03-20,active,2024-02-26,36-50,Alto
285,Cliente 285,cliente285@example.com,(11) 982429249,65.0,885.3643987149237,2025-02-05,inactive,2024-07-21,51-65,Alto
286,Cliente 286,cliente286@example.com,(11) 928877237,78.0,235.79897422944316,2025-06-22,active,2025-03-18,65+,Médio
287,Cliente 287,cliente287@example.com,(11) 956918818,36.0,219.92439150914439,2025-10-26,inactive,2024-10-23,36-50,Médio
288,Cliente 288,cliente288@example.com,(11) 933705256,53.0,614.8711789624818,2025-07-25,pending,2025-04-11,51-65,Alto
289,Cliente 289,cliente289@example.com,(11) 994504547,46.0,416.91818510863766,2025-04-10,pending,2024-02-06,36-50,Médio
290,Cliente 290,cliente290@example.com,N/A,77.0,841.4626898380532,2025-07-16,inactive,2025-10-13,65+,Alto
291,Cliente 291,cliente291@example.com,(11) 989452960,35.0,901.0228921640311,2025-04-10,inactive,2025-12-06,26-35,Alto
292,Cliente 292,cliente292@example.com,(11) 965403796,19.0,359.88716550969093,2025-12-07,inactive,2024-01-03,18-25,Médio
293,Cliente 293,N/A,N/A,18.0,244.50185338473725,2025-06-11,pending,2024-05-21,18-25,Médio
294,Cliente 294,cliente294@example.com,(11) 919405634,64.0,782.7202600914233,2025-11-22,active,2024-10-31,51-65,Alto
295,Cliente 295,cliente295@example.com,(11) 915853584,22.0,282.05797519265474,2025-10-27,pending,2025-05-09,18-25,Médio
296,Cliente 296,cliente296@example.com,(11) 934947744,37.0,824.3881753285416,2025-11-30,inactive,2025-11-16,36-50,Alto
297,Cliente 297,cliente297@example.com,(11) 958491183,28.0,429.5008711122752,2025-10-03,inactive,2025-12-07,26-35,Médio
298,Cliente 298,cliente298@example.com,(11) 947856186,59.0,670.8744002985558,2025-11-25,pending,2024-06-28,51-65,Alto
299,Cliente 299,N/A,(11) 958673237,19.0,104.57996069632149,2025-07-18,inactive,2024-11-17,18-25,Médio
300,Cliente 300,cliente300@example.com,(11) 975293686,20.0,627.6207314298073,2025-07-11,pending,2024-01-02,18-25,Alto
301,Cliente 301,N/A,(11) 911983509,40.0,457.2500019498568,2025-02-11,inactive,2024-05-20,36-50,Médio
302,Cliente 302,cliente302@example.com,(11) 928298917,72.0,590.7423785437194,2025-08-26,active,2024-09-20,65+,Alto
303,Cliente 303,cliente303@example.com,(11) 953563237,49.0,176.3340656674148,2025-04-20,active,2025-07-19,36-50,Médio
304,Cliente 304,cliente304@example.com,(11) 987729132,37.0,739.5050074947403,2025-02-07,inactive,2024-11-19,36-50,Alto
305,Cliente 305,cliente305@example.com,(11) 987275698,22.0,864.1691067677963,2024-12-25,pending,2025-04-07,18-25,Alto
306,Cliente 306,cliente306@example.com,(11) 983214389,54.0,224.5724020898679,2025-10-03,active,2024-07-04,51-65,Médio
307,Cliente 307,cliente307@example.com,(11) 936365210,55.0,104.7574099649601,2025-06-12,pending,2024-09-06,51-65,Médio
308,Cliente 308,cliente308@example.com,(11) 968245345,47.0,33.40220018587303,2025-04-06,inactive,2025-11-29,36-50,Baixo
309,Cliente 309,cliente309@example.com,(11) 937180308,26.0,645.5517854388333,2025-04-28,pending,2024-11-23,26-35,Alto
310,Cliente 310,cliente310@example.com,(11) 921326237,51.0,611.023095727893,2025-09-01,active,2024-06-04,51-65,Alto
311,Cliente 311,cliente311@example.com,(11) 996343264,70.0,551.2304385869293,2025-09-28,pending,2024-11-08,65+,Alto
312,Cliente 312,cliente312@example.com,(11) 971864219,61.0,239.62762515481566,2025-05-10,pending,2025-11-23,51-65,Médio
313,Cliente 313,cliente313@example.com,(11) 964434670,52.0,396.99693594645953,2025-05-23,inactive,2024-05-16,51-65,Médio
314,Cliente 314,cliente314@example.com,(11) 997692768,69.0,598.5315718343113,2025-06-03,inactive,2024-08-08,65+,Alto
315,Cliente 315,cliente315@example.com,(11) 943255876,75.0,501.7991902705777,2025-04-07,inactive,2024-10-19,65+,Alto
316,Cliente 316,cliente316@example.com,(11) 959114107,39.0,987.9076650127384,2025-04-14,active,2025-01-09,36-50,Alto
317,Cliente 317,cliente317@example.com,N/A,61.0,145.0753550311658,2025-06-16,active,2024-10-19,51-65,Médio
318,Cliente 318,cliente318@example.com,(11) 950820227,41.0,698.1931085071178,2025-05-07,inactive,2024-04-09,36-50,Alto
319,Cliente 319,cliente319@example.com,(11) 989688895,49.0,410.2755804232492,2025-09-21,inactive,2024-02-06,36-50,Médio
320,Cliente 320,cliente320@example.com,(11) 997927856,27.0,433.9176187763586,2025-09-11,active,2025-08-12,26-35,Médio
321,Cliente 321,cliente321@example.com,(11) 963059071,47.0,720.4217880015945,2025-06-20,active,2024-10-06,36-50,Alto
322,Cliente 322,cliente322@example.com,(11) 999595920,73.0,695.5117898111259,2025-04-17,active,2025-10-29,65+,Alto
323,Cliente 323,cliente323@example.com,(11) 922707035,76.0,991.3434337651664,2025-03-27,active,2025-01-29,65+,Alto
324,Cliente 324,cliente324@example.com,(11) 915130397,63.0,137.11034655958397,2024-12-12,inactive,2024-11-26,51-65,Médio
325,Cliente 325,cliente325@example.com,(11) 980560220,40.0,113.06855289032467,2025-07-02,active,2025-07-20,36-50,Médio
326,Cliente 326,N/A,(11) 946998516,49.0,727.0954289574537,2025-10-25,inactive,2025-01-19,36-50,Alto
327,Cliente 327,cliente327@example.com,(11) 946481541,34.0,582.603047836345,2025-01-17,pending,2024-12-14,26-35,Alto
328,Cliente 328,cliente328@example.com,(11) 976385640,67.0,281.4190598942078,2025-01-18,pending,2025-10-23,65+,Médio
329,Cliente 329,cliente329@example.com,(11) 976880548,68.0,88.62517529909674,2025-08-18,active,2025-10-08,65+,Baixo
330,Cliente 330,cliente330@example.com,(11) 988384476,34.0,94.80166710046623,2025-01-09,pending,2024-12-22,26-35,Baixo
331,Cliente 331,cliente331@example.com,(11) 952058334,31.0,895.2489659174771,2025-01-09,pending,2025-07-01,26-35,Alto
332,Cliente 332,cliente332@example.com,(11) 959742523,26.0,199.94865147155548,2025-05-01,pending,2025-07-24,26-35,Médio
333,Cliente 333,cliente333@example.com,(11) 949769056,57.0,330.13784649436553,2024-12-25,active,2025-08-06,51-65,Médio
334,Cliente 334,cliente334@example.com,(11) 965174259,19.0,234.38983820471813,2025-01-18,active,2024-11-09,18-25,Médio
335,Cliente 335,cliente335@example.com,(11) 966688830,62.0,361.4463427736179,2025-07-18,pending,2024-09-05,51-65,Médio
336,Cliente 336,cliente336@example.com,(11) 953369428,42.0,78.72960431863244,2025-10-10,inactive,2025-06-08,36-50,Baixo
337,Cliente 337,cliente337@example.com,(11) 924650271,56.0,523.8691929991877,2025-02-21,pending,2023-12-23,51-65,Alto
338,Cliente 338,cliente338@example.com,(11) 941725526,26.0,76.93643795629275,2025-01-23,active,2025-06-05,26-35,Baixo
339,Cliente 339,cliente339@example.com,(11) 989348896,49.0,802.352942744138,2025-01-21,active,2024-11-19,36-50,Alto
340,Cliente 340,cliente340@example.com,(11) 928992383,39.0,241.3749610913287,2025-11-29,active,2024-10-09,36-50,Médio
341,Cliente 341,cliente341@example.com,(11) 980995266,60.0,544.6117954584655,2025-06-06,pending,2025-03-03,51-65,Alto
342,Cliente 342,cliente342@example.com,(11) 966877183,63.0,881.2782966858437,2025-02-28,inactive,2025-04-19,51-65,Alto
343,Cliente 343,cliente343@example.com,(11) 994574185,21.0,654.3685953567223,2025-05-18,active,2025-06-01,18-25,Alto
344,Cliente 344,cliente344@example.com,(11) 911989173,43.0,537.628208685822,2025-08-20,active,2025-02-28,36-50,Alto
345,Cliente 345,cliente345@example.com,(11) 946635193,75.0,331.09041558422183,2025-11-20,pending,2025-07-29,65+,Médio
346,Cliente 346,N/A,N/A,46.0,339.67189392761594,2024-12-28,inactive,2025-06-24,36-50,Médio
347,Cliente 347,cliente347@example.com,(11) 943999533,62.0,672.7920856462082,2025-05-12,pending,2025-07-06,51-65,Alto
348,Cliente 348,cliente348@example.com,N/A,51.0,994.1979676089559,2025-06-24,active,2025-05-25,51-65,Alto
349,Cliente 349,cliente349@example.com,(11) 973967150,40.0,665.2207979508848,2025-01-23,inactive,2024-08-12,36-50,Alto
350,Cliente 350,cliente350@example.com,(11) 973981206,54.0,562.2055831963247,2025-10-19,inactive,2024-06-03,51-65,Alto
351,Cliente 351,N/A,(11) 974785345,28.0,733.3440051368536,2025-02-17,active,2024-05-08,26-35,Alto
352,Cliente 352,cliente352@example.com,(11) 927882750,23.0,470.553556160881,2025-01-26,inactive,2024-07-26,18-25,Médio
353,Cliente 353,cliente353@example.com,(11) 988725274,35.0,69.54091917477737,2025-08-08,inactive,2024-12-06,26-35,Baixo
354,Cliente 354,cliente354@example.com,N/A,38.0,566.6738477191307,2025-03-10,pending,2025-08-31,36-50,Alto
355,Cliente 355,cliente355@example.com,(11) 920192257,59.0,958.0490316603264,2025-05-22,active,2025-08-09,51-65,Alto
356,Cliente 356,cliente356@example.com,(11) 953167705,53.0,183.54991293408304,2025-06-01,active,2025-02-02,51-65,Médio
357,Cliente 357,cliente357@example.com,(11) 931130343,58.0,693.104841912459,2025-06-26,active,2024-09-10,51-65,Alto
358,Cliente 358,cliente358@example.com,(11) 950869792,55.0,208.9243517724659,2025-07-13,active,2025-04-26,51-65,Médio
359,Cliente 359,cliente359@example.com,(11) 959913224,51.0,540.4694076283505,2025-11-07,active,2024-02-23,51-65,Alto
360,Cliente 360,cliente360@example.com,(11) 974356138,34.0,105.70968515025243,2025-06-11,inactive,2025-05-29,26-35,Médio
361,Cliente 361,cliente361@example.com,(11) 977607727,54.0,455.86722689560327,2025-03-01,pending,2024-10-15,51-65,Médio
362,Cliente 362,cliente362@example.com,(11) 963007836,42.0,758.6016956062936,2025-10-16,active,2024-05-19,36-50,Alto
363,Cliente 363,cliente363@example.com,(11) 975541801,55.0,354.09580899659227,2025-05-04,pending,2024-04-11,51-65,Médio
364,Cliente 364,N/A,(11) 968114585,75.0,668.2626072423459,2025-02-12,pending,2025-06-24,65+,Alto
365,Cliente 365,cliente365@example.com,(11) 936658609,49.0,797.4954611818318,2025-07-02,inactive,2024-11-25,36-50,Alto
366,Cliente 366,cliente366@example.com,(11) 986294551,40.0,927.9060412846582,2025-11-23,active,2025-06-22,36-50,Alto
367,Cliente 367,cliente367@example.com,(11) 940024204,70.0,242.29566103689902,2025-03-23,inactive,2024-02-18,65+,Médio
368,Cliente 368,cliente368@example.com,(11) 992008891,59.0,405.32275665121506,2025-03-05,active,2024-09-15,51-65,Médio
369,Cliente 369,cliente369@example.com,(11) 958715257,39.0,160.89185319711325,2025-08-21,inactive,2024-12-27,36-50,Médio
370,Cliente 370,cliente370@example.com,(11) 932268806,38.0,992.5586671367914,2025-01-19,pending,2024-03-18,36-50,Alto
371,Cliente 371,cliente371@example.com,(11) 916512440,44.0,927.7309582450523,2025-11-12,active,2024-08-05,36-50,Alto
372,Cliente 372,cliente372@example.com,(11) 922431395,74.0,544.557558977754,2025-07-30,pending,2024-04-01,65+,Alto
373,Cliente 373,cliente373@example.com,(11) 983208492,49.0,843.612961432657,2025-10-06,pending,2025-12-08,36-50,Alto
374,Cliente 374,cliente374@example.com,(11) 939093907,23.0,525.7483974993218,2025-10-08,inactive,2025-09-10,18-25,Alto
375,Cliente 375,cliente375@example.com,(11) 946253447,49.0,627.3498311227321,2025-02-23,active,2025-12-06,36-50,Alto
376,Cliente 376,cliente376@example.com,(11) 972134783,57.0,98.23318779485645,2025-11-17,pending,2025-02-27,51-65,Baixo
377,Cliente 377,cliente377@example.com,(11) 972460303,51.0,757.7177162918398,2025-11-05,inactive,2024-04-03,51-65,Alto
378,Cliente 378,cliente378@example.com,(11) 993831437,49.0,136.43634879888248,2025-12-11,active,2025-07-19,36-50,Médio
379,Cliente 379,cliente379@example.com,(11) 974447435,62.0,827.806953950003,2025-11-05,active,2024-10-14,51-65,Alto
380,Cliente 380,cliente380@example.com,(11) 959895282,74.0,784.207806793682,2025-07-24,pending,2024-04-13,65+,Alto
381,Cliente 381,cliente381@example.com,(11) 912503771,70.0,711.6572507655467,2025-04-24,active,2024-09-11,65+,Alto
382,Cliente 382,cliente382@example.com,(11) 980286689,24.0,45.79877671951449,2025-07-29,pending,2025-05-24,18-25,Baixo
383,Cliente 383,cliente383@example.com,(11) 910996161,27.0,310.0970723858753,2025-06-07,active,2025-05-14,26-35,Médio
384,Cliente 384,cliente384@example.com,(11) 914183839,62.0,270.4814442117344,2025-08-06,inactive,2025-12-06,51-65,Médio
385,Cliente 385,cliente385@example.com,(11) 977775190,34.0,366.5350433968039,2025-05-25,pending,2024-03-28,26-35,Médio
386,Cliente 386,cliente386@example.com,(11) 977758014,43.0,96.76631929620015,2025-08-07,pending,2024-12-01,36-50,Baixo
387,Cliente 387,cliente387@example.com,(11) 930153173,38.0,937.5882448007521,2025-03-30,active,2024-09-21,36-50,Alto
388,Cliente 388,cliente388@example.com,(11) 977227698,45.0,558.2642183052525,2025-07-01,active,2025-08-28,36-50,Alto
389,Cliente 389,cliente389@example.com,(11) 958939582,79.0,312.4690675514433,2025-11-07,pending,2024-03-01,65+,Médio
390,Cliente 390,cliente390@example.com,(11) 966224957,75.0,403.0117019035406,2025-06-01,active,2024-11-06,65+,Médio
391,Cliente 391,cliente391@example.com,(11) 932725756,63.0,452.7305150997873,2025-06-04,inactive,2025-09-07,51-65,Médio
392,Cliente 392,cliente392@example.com,(11) 981531065,19.0,604.5883900270111,2025-08-30,active,2024-11-19,18-25,Alto
393,Cliente 393,cliente393@example.com,(11) 911079600,77.0,520.5226334195328,2025-11-19,inactive,2024-09-16,65+,Alto
394,Cliente 394,cliente394@example.com,(11) 936191539,71.0,920.1980534822732,2025-03-22,inactive,2024-10-22,65+,Alto
395,Cliente 395,cliente395@example.com,(11) 942576169,60.0,501.99384807677194,2025-02-25,inactive,2023-12-17,51-65,Alto
396,Cliente 396,cliente396@example.com,(11) 953381573,18.0,992.2364346750795,2025-03-27,inactive,2024-07-26,18-25,Alto
397,Cliente 397,cliente397@example.com,(11) 980612021,68.0,852.9107081676448,2024-12-19,inactive,2024-09-14,65+,Alto
398,Cliente 398,cliente398@example.com,(11) 935050090,70.0,216.42540921376246,2025-09-28,active,2025-02-24,65+,Médio
399,Cliente 399,N/A,(11) 918849851,49.0,931.2892624974771,2024-12-22,inactive,2024-06-26,36-50,Alto
400,Cliente 400,N/A,(11) 970779108,68.0,125.20273390662133,2025-10-01,active,2025-06-02,65+,Médio
401,Cliente 401,cliente401@example.com,(11) 976009351,43.0,819.2752114062797,2025-03-28,inactive,2025-07-15,36-50,Alto
402,Cliente 402,cliente402@example.com,(11) 995871668,46.0,386.81706054181427,2025-06-07,pending,2024-07-15,36-50,Médio
403,Cliente 403,cliente403@example.com,(11) 994890726,38.0,879.1945772406189,2025-06-22,inactive,2024-11-14,36-50,Alto
404,Cliente 404,cliente404@example.com,(11) 997753580,28.0,869.3761232063758,2025-02-25,pending,2025-01-30,26-35,Alto
405,Cliente 405,cliente405@example.com,(11) 939549535,57.0,807.866146116445,2025-10-28,inactive,2025-09-27,51-65,Alto
406,Cliente 406,N/A,(11) 910449395,28.0,792.1301319439908,2025-10-12,inactive,2024-04-22,26-35,Alto
407,Cliente 407,cliente407@example.com,N/A,53.0,311.6323477070604,2025-09-20,inactive,2025-03-17,51-65,Médio
408,Cliente 408,cliente408@example.com,(11) 950308782,66.0,90.11009022073965,2025-08-11,pending,2025-05-01,65+,Baixo
409,Cliente 409,cliente409@example.com,(11) 961592034,76.0,408.95037697750985,2024-12-19,pending,2024-06-30,65+,Médio
410,Cliente 410,cliente410@example.com,(11) 963386038,56.0,181.7892698366436,2025-11-26,inactive,2025-08-21,51-65,Médio
411,Cliente 411,cliente411@example.com,N/A,57.0,698.0015780134371,2025-10-07,active,2025-04-05,51-65,Alto
412,Cliente 412,cliente412@example.com,(11) 941530803,52.0,352.63872927240766,2025-07-20,inactive,2025-04-23,51-65,Médio
413,Cliente 413,cliente413@example.com,(11) 943266319,71.0,975.8540988513157,2025-07-03,pending,2023-12-29,65+,Alto
414,Cliente 414,cliente414@example.com,(11) 940503180,51.0,644.5623565718787,2025-04-22,inactive,2025-09-20,51-65,Alto
415,Cliente 415,cliente415@example.com,(11) 913379569,72.0,824.2557579980173,2025-07-21,pending,2025-08-09,65+,Alto
416,Cliente 416,cliente416@example.com,(11) 980009467,64.0,141.19942601442995,2024-12-19,pending,2025-06-20,51-65,Médio
417,Cliente 417,cliente417@example.com,(11) 954910237,41.0,863.3943374498963,2025-06-07,pending,2025-10-04,36-50,Alto
418,Cliente 418,cliente418@example.com,(11) 952165906,71.0,923.5296186082604,2025-01-24,inactive,2025-10-26,65+,Alto
419,Cliente 419,cliente419@example.com,(11) 969855504,39.0,492.1912996307465,2025-11-29,pending,2025-03-31,36-50,Médio
420,Cliente 420,cliente420@example.com,(11) 999473854,22.0,610.1904083734677,2025-06-11,pending,2023-12-16,18-25,Alto
421,Cliente 421,cliente421@example.com,(11) 916319707,73.0,767.1617028939655,2025-08-23,inactive,2025-11-12,65+,Alto
422,Cliente 422,cliente422@example.com,(11) 978532150,50.0,183.09024098780841,2025-02-25,pending,2025-03-06,36-50,Médio
423,Cliente 423,cliente423@example.com,(11) 913695961,75.0,507.540415698808,2025-02-20,inactive,2025-04-19,65+,Alto
424,Cliente 424,cliente424@example.com,(11) 988911293,53.0,404.67639749459,2025-05-11,pending,2025-04-08,51-65,Médio
425,Cliente 425,cliente425@example.com,(11) 946396424,64.0,154.91025224062662,2025-08-14,active,2024-12-09,51-65,Médio
426,Cliente 426,cliente426@example.com,(11) 914294539,37.0,373.8590780686161,2025-10-18,active,2024-08-04,36-50,Médio
427,Cliente 427,cliente427@example.com,N/A,36.0,77.49058629163864,2025-11-15,pending,2025-11-17,36-50,Baixo
428,Cliente 428,cliente428@example.com,(11) 983204793,52.0,35.553787879992115,2025-08-16,active,2024-05-05,51-65,Baixo
429,Cliente 429,cliente429@example.com,(11) 948498937,69.0,143.81462626327453,2025-05-05,inactive,2023-12-25,65+,Médio
430,Cliente 430,cliente430@example.com,(11) 910803328,60.0,963.4839604732821,2025-04-25,active,2024-08-09,51-65,Alto
431,Cliente 431,cliente431@example.com,(11) 930840174,34.0,554.0342405360668,2025-10-20,pending,2024-08-05,26-35,Alto
432,Cliente 432,cliente432@example.com,(11) 911043233,79.0,966.1639395416878,2025-02-20,pending,2025-02-01,65+,Alto
433,Cliente 433,cliente433@example.com,(11) 987209213,76.0,438.17289954683065,2025-01-25,inactive,2024-04-15,65+,Médio
434,Cliente 434,cliente434@example.com,(11) 910529525,62.0,318.697971754407,2025-04-23,pending,2024-12-02,51-65,Médio
435,Cliente 435,cliente435@example.com,(11) 926953831,60.0,511.08044421184167,2025-07-07,inactive,2024-03-13,51-65,Alto
436,Cliente 436,cliente436@example.com,(11) 966996736,51.0,445.11657174658103,2025-03-18,active,2025-11-17,51-65,Médio
437,Cliente 437,cliente437@example.com,(11) 984583311,26.0,114.60803741912648,2025-11-21,active,2025-01-12,26-35,Médio
438,Cliente 438,cliente438@example.com,(11) 981709884,43.0,644.4180515433042,2025-10-20,inactive,2024-12-22,36-50,Alto
439,Cliente 439,cliente439@example.com,(11) 992235366,19.0,223.8778006845036,2025-03-12,inactive,2025-08-18,18-25,Médio
440,Cliente 440,cliente440@example.com,(11) 913699391,70.0,623.3920753488513,2025-02-02,pending,2025-10-25,65+,Alto
441,Cliente 441,cliente441@example.com,(11) 987183765,26.0,653.6990814741719,2025-03-06,active,2025-09-04,26-35,Alto
442,Cliente 442,cliente442@example.com,(11) 958487260,26.0,160.50460459736163,2025-05-12,inactive,2024-09-09,26-35,Médio
443,Cliente 443,cliente443@example.com,(11) 967338102,57.0,70.73613083956147,2025-11-11,active,2024-07-07,51-65,Baixo
444,Cliente 444,cliente444@example.com,(11) 980721474,34.0,782.9539702077554,2025-01-09,inactive,2024-04-24,26-35,Alto
445,Cliente 445,cliente445@example.com,(11) 925192217,18.0,465.20241953162696,2025-06-12,active,2024-11-02,18-25,Médio
446,Cliente 446,cliente446@example.com,(11) 962496015,42.0,67.58215755042103,2025-11-19,pending,2025-05-12,36-50,Baixo
447,Cliente 447,cliente447@example.com,(11) 920292658,78.0,994.9176539980695,2025-11-10,active,2024-01-27,65+,Alto
